State,Date Local,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
Massachusetts,5/21/13,0.329167,0.5,0,6
Massachusetts,5/22/13,0.214435,0.294,7,
Massachusetts,5/22/13,0.208333,0.3,11,3
Massachusetts,5/22/13,0.214435,0.294,7,
Massachusetts,5/22/13,0.208333,0.3,11,3
Massachusetts,5/23/13,0.285045,0.822,7,
Massachusetts,5/23/13,0.283333,0.5,12,6
Massachusetts,5/23/13,0.285045,0.822,7,
Massachusetts,5/23/13,0.283333,0.5,12,6
Massachusetts,5/24/13,0.214217,0.409,14,
Massachusetts,5/24/13,0.2125,0.3,12,3
Massachusetts,5/24/13,0.214217,0.409,14,
Massachusetts,5/24/13,0.2125,0.3,12,3
Massachusetts,5/25/13,0.171174,0.248,13,
Massachusetts,5/25/13,0.183333,0.2,0,2
Massachusetts,5/25/13,0.171174,0.248,13,
Massachusetts,5/25/13,0.183333,0.2,0,2
Massachusetts,5/26/13,0.171905,0.23,6,
Massachusetts,5/26/13,0.195833,0.2,0,2
Massachusetts,5/26/13,0.171905,0.23,6,
Massachusetts,5/26/13,0.195833,0.2,0,2
Massachusetts,5/27/13,0.323652,1.212,23,
Massachusetts,5/27/13,0.229167,0.7,23,8
Massachusetts,5/27/13,0.323652,1.212,23,
Massachusetts,5/27/13,0.229167,0.7,23,8
Massachusetts,5/28/13,0.41813,0.941,0,
Massachusetts,5/28/13,0.516667,0.9,2,10
Massachusetts,5/28/13,0.41813,0.941,0,
Massachusetts,5/28/13,0.516667,0.9,2,10
Massachusetts,5/29/13,0.271364,0.412,16,
Massachusetts,5/29/13,0.270833,0.4,22,5
Massachusetts,5/29/13,0.271364,0.412,16,
Massachusetts,5/29/13,0.270833,0.4,22,5
Massachusetts,5/30/13,0.272217,0.558,19,
Massachusetts,5/30/13,0.241667,0.4,22,5
Massachusetts,5/30/13,0.272217,0.558,19,
Massachusetts,5/30/13,0.241667,0.4,22,5
Massachusetts,5/31/13,0.281652,0.393,7,
Massachusetts,5/31/13,0.3125,0.4,0,5
Massachusetts,5/31/13,0.281652,0.393,7,
Massachusetts,5/31/13,0.3125,0.4,0,5
Massachusetts,6/1/13,0.243727,0.274,19,
Massachusetts,6/1/13,0.220833,0.3,0,3
Massachusetts,6/1/13,0.243727,0.274,19,
Massachusetts,6/1/13,0.220833,0.3,0,3
Massachusetts,6/2/13,0.164,0.203,13,
Massachusetts,6/2/13,0.183333,0.2,0,2
Massachusetts,6/2/13,0.164,0.203,13,
Massachusetts,6/2/13,0.183333,0.2,0,2
Massachusetts,6/3/13,0.214348,0.334,11,
Massachusetts,6/3/13,0.220833,0.3,12,3
Massachusetts,6/3/13,0.214348,0.334,11,
Massachusetts,6/3/13,0.220833,0.3,12,3
Massachusetts,6/4/13,0.159591,0.233,16,
Massachusetts,6/4/13,0.170833,0.2,0,2
Massachusetts,6/4/13,0.159591,0.233,16,
Massachusetts,6/4/13,0.170833,0.2,0,2
Massachusetts,6/5/13,0.188174,0.261,19,
Massachusetts,6/5/13,0.2,0.2,0,2
Massachusetts,6/5/13,0.188174,0.261,19,
Massachusetts,6/5/13,0.2,0.2,0,2
Massachusetts,6/6/13,0.235952,0.545,12,
Massachusetts,6/6/13,0.2375,0.3,12,3
Massachusetts,6/6/13,0.235952,0.545,12,
Massachusetts,6/6/13,0.2375,0.3,12,3
Massachusetts,6/7/13,0.192636,0.268,14,
Massachusetts,6/7/13,0.183333,0.2,0,2
Massachusetts,6/7/13,0.192636,0.268,14,
Massachusetts,6/7/13,0.183333,0.2,0,2
Massachusetts,6/8/13,0.177913,0.26,22,
Massachusetts,6/8/13,0.166667,0.2,0,2
Massachusetts,6/8/13,0.177913,0.26,22,
Massachusetts,6/8/13,0.166667,0.2,0,2
Massachusetts,6/9/13,0.201455,0.393,20,
Massachusetts,6/9/13,0.208333,0.3,22,3
Massachusetts,6/9/13,0.201455,0.393,20,
Massachusetts,6/9/13,0.208333,0.3,22,3
Massachusetts,6/10/13,0.229,0.313,5,
Massachusetts,6/10/13,0.2625,0.3,0,3
Massachusetts,6/10/13,0.229,0.313,5,
Massachusetts,6/10/13,0.2625,0.3,0,3
Massachusetts,6/11/13,0.214565,0.329,7,
Massachusetts,6/11/13,0.1875,0.3,13,3
Massachusetts,6/11/13,0.214565,0.329,7,
Massachusetts,6/11/13,0.1875,0.3,13,3
Massachusetts,6/12/13,0.188957,0.229,6,
Massachusetts,6/12/13,0.2,0.2,0,2
Massachusetts,6/12/13,0.188957,0.229,6,
Massachusetts,6/12/13,0.2,0.2,0,2
Massachusetts,6/13/13,0.251682,0.39,13,
Massachusetts,6/13/13,0.254167,0.3,8,3
Massachusetts,6/13/13,0.251682,0.39,13,
Massachusetts,6/13/13,0.254167,0.3,8,3
Massachusetts,6/14/13,0.217391,0.401,20,
Massachusetts,6/14/13,0.195833,0.3,20,3
Massachusetts,6/14/13,0.217391,0.401,20,
Massachusetts,6/14/13,0.195833,0.3,20,3
Massachusetts,6/15/13,0.223043,0.496,21,
Massachusetts,6/15/13,0.204167,0.3,0,3
Massachusetts,6/15/13,0.223043,0.496,21,
Massachusetts,6/15/13,0.204167,0.3,0,3
Massachusetts,6/16/13,0.222318,0.294,16,
Massachusetts,6/16/13,0.241667,0.3,0,3
Massachusetts,6/16/13,0.222318,0.294,16,
Massachusetts,6/16/13,0.241667,0.3,0,3
Massachusetts,6/17/13,0.219826,0.347,18,
Massachusetts,6/17/13,0.216667,0.3,20,3
Massachusetts,6/17/13,0.219826,0.347,18,
Massachusetts,6/17/13,0.216667,0.3,20,3
Massachusetts,6/18/13,0.231783,0.311,8,
Massachusetts,6/18/13,0.241667,0.3,0,3
Massachusetts,6/18/13,0.231783,0.311,8,
Massachusetts,6/18/13,0.241667,0.3,0,3
Massachusetts,6/19/13,0.217227,0.353,20,
Massachusetts,6/19/13,0.216667,0.3,20,3
Massachusetts,6/19/13,0.217227,0.353,20,
Massachusetts,6/19/13,0.216667,0.3,20,3
Massachusetts,6/20/13,0.256391,0.362,7,
Massachusetts,6/20/13,0.279167,0.3,0,3
Massachusetts,6/20/13,0.256391,0.362,7,
Massachusetts,6/20/13,0.279167,0.3,0,3
Massachusetts,6/21/13,0.239261,0.346,20,
Massachusetts,6/21/13,0.2375,0.3,15,3
Massachusetts,6/21/13,0.239261,0.346,20,
Massachusetts,6/21/13,0.2375,0.3,15,3
Massachusetts,6/22/13,0.219864,0.267,19,
Massachusetts,6/22/13,0.216667,0.3,0,3
Massachusetts,6/22/13,0.219864,0.267,19,
Massachusetts,6/22/13,0.216667,0.3,0,3
Massachusetts,6/23/13,0.187955,0.239,12,
Massachusetts,6/23/13,0.2,0.2,0,2
Massachusetts,6/23/13,0.187955,0.239,12,
Massachusetts,6/23/13,0.2,0.2,0,2
Massachusetts,6/24/13,0.206913,0.274,18,
Massachusetts,6/24/13,0.175,0.2,0,2
Massachusetts,6/24/13,0.206913,0.274,18,
Massachusetts,6/24/13,0.175,0.2,0,2
Massachusetts,6/25/13,0.225091,0.322,19,
Massachusetts,6/25/13,0.229167,0.3,13,3
Massachusetts,6/25/13,0.225091,0.322,19,
Massachusetts,6/25/13,0.229167,0.3,13,3
Massachusetts,6/26/13,0.239391,0.341,13,
Massachusetts,6/26/13,0.245833,0.3,12,3
Massachusetts,6/26/13,0.239391,0.341,13,
Massachusetts,6/26/13,0.245833,0.3,12,3
Massachusetts,6/27/13,0.212913,0.312,14,
Massachusetts,6/27/13,0.2,0.2,0,2
Massachusetts,6/27/13,0.212913,0.312,14,
Massachusetts,6/27/13,0.2,0.2,0,2
Massachusetts,6/28/13,0.256773,0.431,8,
Massachusetts,6/28/13,0.2625,0.3,8,3
Massachusetts,6/28/13,0.256773,0.431,8,
Massachusetts,6/28/13,0.2625,0.3,8,3
Massachusetts,6/29/13,0.200913,0.25,10,
Massachusetts,6/29/13,0.2,0.2,0,2
Massachusetts,6/29/13,0.200913,0.25,10,
Massachusetts,6/29/13,0.2,0.2,0,2
Massachusetts,6/30/13,0.191565,0.249,19,
Massachusetts,6/30/13,0.191667,0.2,0,2
Massachusetts,6/30/13,0.191565,0.249,19,
Massachusetts,6/30/13,0.191667,0.2,0,2
Massachusetts,7/1/13,0.1809,0.252,19,
Massachusetts,7/1/13,0.18,0.2,0,2
Massachusetts,7/1/13,0.1809,0.252,19,
Massachusetts,7/1/13,0.18,0.2,0,2
Massachusetts,7/2/13,0.212174,0.34,15,
Massachusetts,7/2/13,0.195833,0.3,18,3
Massachusetts,7/2/13,0.212174,0.34,15,
Massachusetts,7/2/13,0.195833,0.3,18,3
Massachusetts,7/3/13,0.210478,0.31,5,
Massachusetts,7/3/13,0.216667,0.3,0,3
Massachusetts,7/3/13,0.210478,0.31,5,
Massachusetts,7/3/13,0.216667,0.3,0,3
Massachusetts,7/4/13,0.156682,0.217,19,
Massachusetts,7/4/13,0.1625,0.2,0,2
Massachusetts,7/4/13,0.156682,0.217,19,
Massachusetts,7/4/13,0.1625,0.2,0,2
Massachusetts,7/5/13,0.191478,0.257,20,
Massachusetts,7/5/13,0.2,0.2,0,2
Massachusetts,7/5/13,0.191478,0.257,20,
Massachusetts,7/5/13,0.2,0.2,0,2
Massachusetts,7/6/13,0.163217,0.2,21,
Massachusetts,7/6/13,0.2,0.2,0,2
Massachusetts,7/6/13,0.163217,0.2,21,
Massachusetts,7/6/13,0.2,0.2,0,2
Massachusetts,7/7/13,0.209,0.4,16,
Massachusetts,7/7/13,0.220833,0.3,19,3
Massachusetts,7/7/13,0.209,0.4,16,
Massachusetts,7/7/13,0.220833,0.3,19,3
Massachusetts,7/8/13,0.24287,0.344,10,
Massachusetts,7/8/13,0.245833,0.3,0,3
Massachusetts,7/8/13,0.24287,0.344,10,
Massachusetts,7/8/13,0.245833,0.3,0,3
Massachusetts,7/9/13,0.265609,0.373,7,
Massachusetts,7/9/13,0.258333,0.3,8,3
Massachusetts,7/9/13,0.265609,0.373,7,
Massachusetts,7/9/13,0.258333,0.3,8,3
Massachusetts,7/10/13,0.2665,0.383,8,
Massachusetts,7/10/13,0.2625,0.3,9,3
Massachusetts,7/10/13,0.2665,0.383,8,
Massachusetts,7/10/13,0.2625,0.3,9,3
Massachusetts,7/11/13,0.285174,0.391,9,
Massachusetts,7/11/13,0.270833,0.3,0,3
Massachusetts,7/11/13,0.285174,0.391,9,
Massachusetts,7/11/13,0.270833,0.3,0,3
Massachusetts,7/12/13,0.219217,0.282,13,
Massachusetts,7/12/13,0.225,0.3,0,3
Massachusetts,7/12/13,0.219217,0.282,13,
Massachusetts,7/12/13,0.225,0.3,0,3
Massachusetts,7/13/13,0.244273,0.359,22,
Massachusetts,7/13/13,0.229167,0.3,17,3
Massachusetts,7/13/13,0.244273,0.359,22,
Massachusetts,7/13/13,0.229167,0.3,17,3
Massachusetts,7/14/13,0.294435,0.663,20,
Massachusetts,7/14/13,0.266667,0.5,22,6
Massachusetts,7/14/13,0.294435,0.663,20,
Massachusetts,7/14/13,0.266667,0.5,22,6
Massachusetts,7/15/13,0.327304,0.602,4,
Massachusetts,7/15/13,0.354167,0.5,0,6
Massachusetts,7/15/13,0.327304,0.602,4,
Massachusetts,7/15/13,0.354167,0.5,0,6
Massachusetts,7/16/13,0.2915,0.543,22,
Massachusetts,7/16/13,0.291667,0.4,0,5
Massachusetts,7/16/13,0.2915,0.543,22,
Massachusetts,7/16/13,0.291667,0.4,0,5
Massachusetts,7/17/13,0.293087,0.396,7,
Massachusetts,7/17/13,0.325,0.4,0,5
Massachusetts,7/17/13,0.293087,0.396,7,
Massachusetts,7/17/13,0.325,0.4,0,5
Massachusetts,7/18/13,0.322231,0.454,19,
Massachusetts,7/18/13,0.318182,0.4,22,5
Massachusetts,7/18/13,0.322231,0.454,19,
Massachusetts,7/18/13,0.318182,0.4,22,5
Massachusetts,7/19/13,0.268826,0.341,2,
Massachusetts,7/19/13,0.279167,0.4,0,5
Massachusetts,7/19/13,0.268826,0.341,2,
Massachusetts,7/19/13,0.279167,0.4,0,5
Massachusetts,7/20/13,0.220391,0.255,5,
Massachusetts,7/20/13,0.216667,0.3,0,3
Massachusetts,7/20/13,0.220391,0.255,5,
Massachusetts,7/20/13,0.216667,0.3,0,3
Massachusetts,7/21/13,0.177571,0.282,22,
Massachusetts,7/21/13,0.170833,0.2,0,2
Massachusetts,7/21/13,0.177571,0.282,22,
Massachusetts,7/21/13,0.170833,0.2,0,2
Massachusetts,7/22/13,0.228565,0.413,7,
Massachusetts,7/22/13,0.233333,0.3,7,3
Massachusetts,7/22/13,0.228565,0.413,7,
Massachusetts,7/22/13,0.233333,0.3,7,3
Massachusetts,7/23/13,0.27213,0.434,22,
Massachusetts,7/23/13,0.2625,0.4,23,5
Massachusetts,7/23/13,0.27213,0.434,22,
Massachusetts,7/23/13,0.2625,0.4,23,5
Massachusetts,7/24/13,0.212045,0.317,6,
Massachusetts,7/24/13,0.254167,0.3,0,3
Massachusetts,7/24/13,0.212045,0.317,6,
Massachusetts,7/24/13,0.254167,0.3,0,3
Massachusetts,7/25/13,0.186087,0.282,15,
Massachusetts,7/25/13,0.166667,0.2,0,2
Massachusetts,7/25/13,0.186087,0.282,15,
Massachusetts,7/25/13,0.166667,0.2,0,2
Massachusetts,7/26/13,0.256478,0.514,18,
Massachusetts,7/26/13,0.2375,0.4,21,5
Massachusetts,7/26/13,0.256478,0.514,18,
Massachusetts,7/26/13,0.2375,0.4,21,5
Massachusetts,7/27/13,0.243409,0.303,19,
Massachusetts,7/27/13,0.258333,0.4,0,5
Massachusetts,7/27/13,0.243409,0.303,19,
Massachusetts,7/27/13,0.258333,0.4,0,5
Massachusetts,7/28/13,0.205826,0.29,3,
Massachusetts,7/28/13,0.216667,0.3,0,3
Massachusetts,7/28/13,0.205826,0.29,3,
Massachusetts,7/28/13,0.216667,0.3,0,3
Massachusetts,7/29/13,0.297208,0.478,19,
Massachusetts,7/29/13,0.279167,0.4,12,5
Massachusetts,7/29/13,0.297208,0.478,19,
Massachusetts,7/29/13,0.279167,0.4,12,5
Massachusetts,7/30/13,0.209563,0.282,19,
Massachusetts,7/30/13,0.223077,0.3,0,3
Massachusetts,7/30/13,0.209563,0.282,19,
Massachusetts,7/30/13,0.223077,0.3,0,3
Massachusetts,7/31/13,0.249765,0.351,20,
Massachusetts,7/31/13,0.218182,0.3,22,3
Massachusetts,7/31/13,0.249765,0.351,20,
Massachusetts,7/31/13,0.218182,0.3,22,3
Massachusetts,8/1/13,0.245522,0.324,9,
Massachusetts,8/1/13,0.266667,0.3,0,3
Massachusetts,8/1/13,0.245522,0.324,9,
Massachusetts,8/1/13,0.266667,0.3,0,3
Massachusetts,8/2/13,0.229913,0.347,21,
Massachusetts,8/2/13,0.220833,0.3,13,3
Massachusetts,8/2/13,0.229913,0.347,21,
Massachusetts,8/2/13,0.220833,0.3,13,3
Massachusetts,8/3/13,0.222773,0.276,22,
Massachusetts,8/3/13,0.2125,0.3,0,3
Massachusetts,8/3/13,0.222773,0.276,22,
Massachusetts,8/3/13,0.2125,0.3,0,3
Massachusetts,8/4/13,0.167636,0.2,0,
Massachusetts,8/4/13,0.2,0.2,0,2
Massachusetts,8/4/13,0.167636,0.2,0,
Massachusetts,8/4/13,0.2,0.2,0,2
Massachusetts,8/5/13,0.182955,0.25,23,
Massachusetts,8/5/13,0.2,0.2,0,2
Massachusetts,8/5/13,0.182955,0.25,23,
Massachusetts,8/5/13,0.2,0.2,0,2
Massachusetts,8/6/13,0.230524,0.277,5,
Massachusetts,8/6/13,0.204167,0.3,12,3
Massachusetts,8/6/13,0.230524,0.277,5,
Massachusetts,8/6/13,0.204167,0.3,12,3
Massachusetts,8/7/13,0.220348,0.304,7,
Massachusetts,8/7/13,0.2,0.2,0,2
Massachusetts,8/7/13,0.220348,0.304,7,
Massachusetts,8/7/13,0.2,0.2,0,2
Massachusetts,8/8/13,0.216909,0.312,11,
Massachusetts,8/8/13,0.2375,0.3,12,3
Massachusetts,8/8/13,0.216909,0.312,11,
Massachusetts,8/8/13,0.2375,0.3,12,3
Massachusetts,8/9/13,0.226696,0.325,22,
Massachusetts,8/9/13,0.233333,0.3,13,3
Massachusetts,8/9/13,0.226696,0.325,22,
Massachusetts,8/9/13,0.233333,0.3,13,3
Massachusetts,8/10/13,0.17313,0.216,20,
Massachusetts,8/10/13,0.204167,0.3,0,3
Massachusetts,8/10/13,0.17313,0.216,20,
Massachusetts,8/10/13,0.204167,0.3,0,3
Massachusetts,8/11/13,0.180818,0.311,20,
Massachusetts,8/11/13,0.170833,0.2,0,2
Massachusetts,8/11/13,0.180818,0.311,20,
Massachusetts,8/11/13,0.170833,0.2,0,2
Massachusetts,8/12/13,0.231739,0.339,19,
Massachusetts,8/12/13,0.2125,0.3,21,3
Massachusetts,8/12/13,0.231739,0.339,19,
Massachusetts,8/12/13,0.2125,0.3,21,3
Massachusetts,8/13/13,0.303391,0.455,20,
Massachusetts,8/13/13,0.304167,0.4,12,5
Massachusetts,8/13/13,0.303391,0.455,20,
Massachusetts,8/13/13,0.304167,0.4,12,5
Massachusetts,8/14/13,0.168409,0.215,0,
Massachusetts,8/14/13,0.2125,0.3,0,3
Massachusetts,8/14/13,0.168409,0.215,0,
Massachusetts,8/14/13,0.2125,0.3,0,3
Massachusetts,8/15/13,0.181565,0.287,20,
Massachusetts,8/15/13,0.175,0.2,0,2
Massachusetts,8/15/13,0.181565,0.287,20,
Massachusetts,8/15/13,0.175,0.2,0,2
Massachusetts,8/16/13,0.214217,0.304,20,
Massachusetts,8/16/13,0.2125,0.3,21,3
Massachusetts,8/16/13,0.214217,0.304,20,
Massachusetts,8/16/13,0.2125,0.3,21,3
Massachusetts,8/17/13,0.261182,0.606,19,
Massachusetts,8/17/13,0.241667,0.4,20,5
Massachusetts,8/17/13,0.261182,0.606,19,
Massachusetts,8/17/13,0.241667,0.4,20,5
Massachusetts,8/18/13,0.253182,0.294,0,
Massachusetts,8/18/13,0.283333,0.4,0,5
Massachusetts,8/18/13,0.253182,0.294,0,
Massachusetts,8/18/13,0.283333,0.4,0,5
Massachusetts,8/19/13,0.228522,0.287,19,
Massachusetts,8/19/13,0.204167,0.3,22,3
Massachusetts,8/19/13,0.228522,0.287,19,
Massachusetts,8/19/13,0.204167,0.3,22,3
Massachusetts,8/20/13,0.275091,0.494,19,
Massachusetts,8/20/13,0.254167,0.4,22,5
Massachusetts,8/20/13,0.275091,0.494,19,
Massachusetts,8/20/13,0.254167,0.4,22,5
Massachusetts,8/21/13,0.265174,0.338,7,
Massachusetts,8/21/13,0.283333,0.3,0,3
Massachusetts,8/21/13,0.265174,0.338,7,
Massachusetts,8/21/13,0.283333,0.3,0,3
Massachusetts,8/22/13,0.245913,0.318,7,
Massachusetts,8/22/13,0.266667,0.3,0,3
Massachusetts,8/22/13,0.245913,0.318,7,
Massachusetts,8/22/13,0.266667,0.3,0,3
Massachusetts,8/23/13,0.197182,0.42,20,
Massachusetts,8/23/13,0.2,0.2,0,2
Massachusetts,8/23/13,0.197182,0.42,20,
Massachusetts,8/23/13,0.2,0.2,0,2
Massachusetts,8/24/13,0.216174,0.546,19,
Massachusetts,8/24/13,0.216667,0.4,23,5
Massachusetts,8/24/13,0.216174,0.546,19,
Massachusetts,8/24/13,0.216667,0.4,23,5
Massachusetts,8/25/13,0.217478,0.281,19,
Massachusetts,8/25/13,0.233333,0.4,0,5
Massachusetts,8/25/13,0.217478,0.281,19,
Massachusetts,8/25/13,0.233333,0.4,0,5
Massachusetts,8/26/13,0.276455,0.49,9,
Massachusetts,8/26/13,0.2625,0.3,9,3
Massachusetts,8/26/13,0.276455,0.49,9,
Massachusetts,8/26/13,0.2625,0.3,9,3
Massachusetts,8/27/13,0.318783,0.552,7,
Massachusetts,8/27/13,0.279167,0.4,22,5
Massachusetts,8/27/13,0.318783,0.552,7,
Massachusetts,8/27/13,0.279167,0.4,22,5
Massachusetts,8/28/13,0.318565,0.618,6,
Massachusetts,8/28/13,0.358333,0.5,2,6
Massachusetts,8/28/13,0.318565,0.618,6,
Massachusetts,8/28/13,0.358333,0.5,2,6
Massachusetts,8/29/13,0.195091,0.246,7,
Massachusetts,8/29/13,0.2,0.2,0,2
Massachusetts,8/29/13,0.195091,0.246,7,
Massachusetts,8/29/13,0.2,0.2,0,2
Massachusetts,8/30/13,0.257261,0.379,18,
Massachusetts,8/30/13,0.245833,0.3,13,3
Massachusetts,8/30/13,0.257261,0.379,18,
Massachusetts,8/30/13,0.245833,0.3,13,3
Massachusetts,8/31/13,0.279783,0.324,13,
Massachusetts,8/31/13,0.3,0.3,0,3
Massachusetts,8/31/13,0.279783,0.324,13,
Massachusetts,8/31/13,0.3,0.3,0,3
Massachusetts,9/1/13,0.216476,0.333,16,
Massachusetts,9/1/13,0.233333,0.3,0,3
Massachusetts,9/1/13,0.216476,0.333,16,
Massachusetts,9/1/13,0.233333,0.3,0,3
Massachusetts,9/11/13,0.279826,0.39,18,
Massachusetts,9/11/13,0.270833,0.3,0,3
Massachusetts,9/11/13,0.279826,0.39,18,
Massachusetts,9/11/13,0.270833,0.3,0,3
Massachusetts,9/12/13,0.249091,0.318,16,
Massachusetts,9/12/13,0.258333,0.3,0,3
Massachusetts,9/12/13,0.249091,0.318,16,
Massachusetts,9/12/13,0.258333,0.3,0,3
Massachusetts,9/13/13,0.219348,0.341,7,
Massachusetts,9/13/13,0.233333,0.3,10,3
Massachusetts,9/13/13,0.219348,0.341,7,
Massachusetts,9/13/13,0.233333,0.3,10,3
Massachusetts,9/14/13,0.162652,0.273,22,
Massachusetts,9/14/13,0.15,0.2,0,2
Massachusetts,9/14/13,0.162652,0.273,22,
Massachusetts,9/14/13,0.15,0.2,0,2
Massachusetts,9/15/13,0.174905,0.256,18,
Massachusetts,9/15/13,0.191667,0.2,0,2
Massachusetts,9/15/13,0.174905,0.256,18,
Massachusetts,9/15/13,0.191667,0.2,0,2
Massachusetts,9/16/13,0.21813,0.359,7,
Massachusetts,9/16/13,0.233333,0.3,9,3
Massachusetts,9/16/13,0.21813,0.359,7,
Massachusetts,9/16/13,0.233333,0.3,9,3
Massachusetts,9/17/13,0.238609,0.573,18,
Massachusetts,9/17/13,0.2125,0.4,20,5
Massachusetts,9/17/13,0.238609,0.573,18,
Massachusetts,9/17/13,0.2125,0.4,20,5
Massachusetts,9/18/13,0.2465,0.457,6,
Massachusetts,9/18/13,0.266667,0.4,0,5
Massachusetts,9/18/13,0.2465,0.457,6,
Massachusetts,9/18/13,0.266667,0.4,0,5
Massachusetts,9/19/13,0.346435,1.046,19,
Massachusetts,9/19/13,0.316667,0.5,19,6
Massachusetts,9/19/13,0.346435,1.046,19,
Massachusetts,9/19/13,0.316667,0.5,19,6
Massachusetts,9/20/13,0.381348,0.604,18,
Massachusetts,9/20/13,0.391667,0.5,0,6
Massachusetts,9/20/13,0.381348,0.604,18,
Massachusetts,9/20/13,0.391667,0.5,0,6
Massachusetts,9/21/13,0.195364,0.276,18,
Massachusetts,9/21/13,0.225,0.4,0,5
Massachusetts,9/21/13,0.195364,0.276,18,
Massachusetts,9/21/13,0.225,0.4,0,5
Massachusetts,9/22/13,0.143609,0.183,21,
Massachusetts,9/22/13,0.15,0.2,0,2
Massachusetts,9/22/13,0.143609,0.183,21,
Massachusetts,9/22/13,0.15,0.2,0,2
Massachusetts,9/23/13,0.173,0.253,5,
Massachusetts,9/23/13,0.179167,0.2,5,2
Massachusetts,9/23/13,0.173,0.253,5,
Massachusetts,9/23/13,0.179167,0.2,5,2
Massachusetts,9/24/13,0.180318,0.255,6,
Massachusetts,9/24/13,0.191667,0.2,0,2
Massachusetts,9/24/13,0.180318,0.255,6,
Massachusetts,9/24/13,0.191667,0.2,0,2
Massachusetts,9/25/13,0.204304,0.299,6,
Massachusetts,9/25/13,0.2,0.2,0,2
Massachusetts,9/25/13,0.204304,0.299,6,
Massachusetts,9/25/13,0.2,0.2,0,2
Massachusetts,9/26/13,0.20387,0.386,22,
Massachusetts,9/26/13,0.2125,0.3,21,3
Massachusetts,9/26/13,0.20387,0.386,22,
Massachusetts,9/26/13,0.2125,0.3,21,3
Massachusetts,9/27/13,0.274818,0.672,19,
Massachusetts,9/27/13,0.254167,0.5,21,6
Massachusetts,9/27/13,0.274818,0.672,19,
Massachusetts,9/27/13,0.254167,0.5,21,6
Massachusetts,9/28/13,0.293826,0.677,23,
Massachusetts,9/28/13,0.283333,0.5,0,6
Massachusetts,9/28/13,0.293826,0.677,23,
Massachusetts,9/28/13,0.283333,0.5,0,6
Massachusetts,9/29/13,0.312636,0.752,2,
Massachusetts,9/29/13,0.366667,0.7,5,8
Massachusetts,9/29/13,0.312636,0.752,2,
Massachusetts,9/29/13,0.366667,0.7,5,8
Massachusetts,9/30/13,0.331652,0.798,22,
Massachusetts,9/30/13,0.270833,0.6,23,7
Massachusetts,9/30/13,0.331652,0.798,22,
Massachusetts,9/30/13,0.270833,0.6,23,7
Massachusetts,10/1/13,0.342318,0.94,18,
Massachusetts,10/1/13,0.379167,0.6,0,7
Massachusetts,10/1/13,0.342318,0.94,18,
Massachusetts,10/1/13,0.379167,0.6,0,7
Massachusetts,10/2/13,0.239905,0.367,6,
Massachusetts,10/2/13,0.258333,0.4,0,5
Massachusetts,10/2/13,0.239905,0.367,6,
Massachusetts,10/2/13,0.258333,0.4,0,5
Massachusetts,10/3/13,0.276,0.488,18,
Massachusetts,10/3/13,0.254167,0.4,22,5
Massachusetts,10/3/13,0.276,0.488,18,
Massachusetts,10/3/13,0.254167,0.4,22,5
Massachusetts,10/4/13,0.384182,0.715,6,
Massachusetts,10/4/13,0.3875,0.5,11,6
Massachusetts,10/4/13,0.384182,0.715,6,
Massachusetts,10/4/13,0.3875,0.5,11,6
Massachusetts,10/5/13,0.255304,0.459,1,
Massachusetts,10/5/13,0.2875,0.4,0,5
Massachusetts,10/5/13,0.255304,0.459,1,
Massachusetts,10/5/13,0.2875,0.4,0,5
Massachusetts,10/6/13,0.173435,0.243,1,
Massachusetts,10/6/13,0.2,0.2,0,2
Massachusetts,10/6/13,0.173435,0.243,1,
Massachusetts,10/6/13,0.2,0.2,0,2
Massachusetts,10/7/13,0.255455,0.698,8,
Massachusetts,10/7/13,0.25,0.4,8,5
Massachusetts,10/7/13,0.255455,0.698,8,
Massachusetts,10/7/13,0.25,0.4,8,5
Massachusetts,10/8/13,0.169739,0.289,7,
Massachusetts,10/8/13,0.170833,0.2,7,2
Massachusetts,10/8/13,0.169739,0.289,7,
Massachusetts,10/8/13,0.170833,0.2,7,2
Massachusetts,10/9/13,0.187304,0.337,6,
Massachusetts,10/9/13,0.195833,0.2,0,2
Massachusetts,10/9/13,0.187304,0.337,6,
Massachusetts,10/9/13,0.195833,0.2,0,2
Massachusetts,10/10/13,0.264455,0.518,7,
Massachusetts,10/10/13,0.245833,0.4,8,5
Massachusetts,10/10/13,0.264455,0.518,7,
Massachusetts,10/10/13,0.245833,0.4,8,5
Massachusetts,10/11/13,0.24713,0.328,16,
Massachusetts,10/11/13,0.245833,0.3,12,3
Massachusetts,10/11/13,0.24713,0.328,16,
Massachusetts,10/11/13,0.245833,0.3,12,3
Massachusetts,10/12/13,0.192304,0.308,1,
Massachusetts,10/12/13,0.229167,0.3,0,3
Massachusetts,10/12/13,0.192304,0.308,1,
Massachusetts,10/12/13,0.229167,0.3,0,3
Massachusetts,10/13/13,0.219571,0.657,23,
Massachusetts,10/13/13,0.166667,0.3,22,3
Massachusetts,10/13/13,0.219571,0.657,23,
Massachusetts,10/13/13,0.166667,0.3,22,3
Massachusetts,10/14/13,0.351348,0.563,6,
Massachusetts,10/14/13,0.3625,0.5,3,6
Massachusetts,10/14/13,0.351348,0.563,6,
Massachusetts,10/14/13,0.3625,0.5,3,6
