Price,date
1.7800000000000005,2016-02-26
1.6199999999999997,2016-02-29
1.5700000000000005,2016-03-01
1.6,2016-03-02
1.5900000000000005,2016-03-03
1.4899999999999998,2016-03-04
1.5599999999999998,2016-03-07
1.6,2016-03-08
1.6099999999999997,2016-03-09
1.719999999999999,2016-03-10
1.739999999999999,2016-03-11
1.6800000000000002,2016-03-14
1.8099999999999994,2016-03-15
1.7700000000000007,2016-03-16
1.8399999999999992,2016-03-17
1.8399999999999992,2016-03-18
1.789999999999999,2016-03-21
1.789999999999999,2016-03-22
1.789999999999999,2016-03-23
1.7800000000000005,2016-03-24
1.7800000000000005,2016-03-25
1.7800000000000005,2016-03-28
1.7700000000000007,2016-03-29
1.8700000000000003,2016-03-30
1.9800000000000002,2016-03-31
1.88,2016-04-01
1.959999999999999,2016-04-04
1.959999999999999,2016-04-05
1.9099999999999997,2016-04-06
1.959999999999999,2016-04-07
1.990000000000001,2016-04-08
1.8999999999999997,2016-04-11
1.97,2016-04-12
2.0100000000000002,2016-04-13
1.9300000000000002,2016-04-14
1.7100000000000002,2016-04-15
1.7599999999999996,2016-04-18
1.939999999999999,2016-04-19
1.939999999999999,2016-04-20
1.959999999999999,2016-04-21
1.919999999999999,2016-04-22
1.97,2016-04-25
1.97,2016-04-26
1.88,2016-04-27
1.88,2016-04-28
1.8899999999999997,2016-04-29
1.9099999999999997,2016-05-02
1.939999999999999,2016-05-03
2.0300000000000002,2016-05-04
2.0500000000000007,2016-05-05
1.8599999999999988,2016-05-06
2.0100000000000002,2016-05-09
2.0100000000000002,2016-05-10
2.0100000000000002,2016-05-11
2.0100000000000002,2016-05-12
1.959999999999999,2016-05-13
1.9099999999999997,2016-05-16
1.97,2016-05-17
1.9099999999999997,2016-05-18
1.8300000000000003,2016-05-19
1.8099999999999994,2016-05-20
1.959999999999999,2016-05-23
1.9099999999999997,2016-05-24
1.7700000000000007,2016-05-25
1.7700000000000007,2016-05-26
1.7700000000000007,2016-05-27
1.7700000000000007,2016-05-30
2.1199999999999988,2016-05-31
2.25,2016-06-01
2.299999999999999,2016-06-02
2.31,2016-06-03
2.32,2016-06-06
2.32,2016-06-07
2.3600000000000017,2016-06-08
2.34,2016-06-09
2.4599999999999995,2016-06-10
2.5500000000000003,2016-06-13
2.5500000000000003,2016-06-14
2.619999999999999,2016-06-15
2.619999999999999,2016-06-16
2.589999999999999,2016-06-17
2.7399999999999998,2016-06-20
2.7900000000000005,2016-06-21
2.8200000000000016,2016-06-22
2.689999999999999,2016-06-23
2.71,2016-06-24
2.7900000000000005,2016-06-27
2.8899999999999997,2016-06-28
2.9400000000000013,2016-06-29
2.9400000000000013,2016-06-30
2.8899999999999997,2016-07-01
2.8899999999999997,2016-07-04
2.8200000000000016,2016-07-05
2.8200000000000016,2016-07-06
2.7800000000000002,2016-07-07
2.7999999999999994,2016-07-08
2.88,2016-07-11
2.88,2016-07-12
2.8100000000000005,2016-07-13
2.7900000000000005,2016-07-14
2.7,2016-07-15
2.829999999999999,2016-07-18
2.829999999999999,2016-07-19
2.7599999999999993,2016-07-20
2.7599999999999993,2016-07-21
2.7999999999999994,2016-07-22
2.7999999999999994,2016-07-25
2.84,2016-07-26
2.84,2016-07-27
2.7900000000000005,2016-07-28
2.9700000000000006,2016-07-29
2.9700000000000006,2016-08-01
2.7900000000000005,2016-08-02
2.8899999999999997,2016-08-03
2.8899999999999997,2016-08-04
2.88,2016-08-05
2.849999999999999,2016-08-08
2.849999999999999,2016-08-09
2.7599999999999993,2016-08-10
2.7,2016-08-11
2.7,2016-08-12
2.75,2016-08-15
2.75,2016-08-16
2.7599999999999993,2016-08-17
2.75,2016-08-18
2.670000000000001,2016-08-19
2.75,2016-08-22
2.75,2016-08-23
2.8200000000000016,2016-08-24
2.8899999999999997,2016-08-25
2.9099999999999997,2016-08-26
2.9700000000000006,2016-08-29
2.9500000000000015,2016-08-30
2.9500000000000015,2016-08-31
2.9500000000000015,2016-09-01
2.88,2016-09-02
2.88,2016-09-05
2.88,2016-09-06
2.7700000000000005,2016-09-07
2.88,2016-09-08
2.93,2016-09-09
3.0399999999999996,2016-09-12
3.0399999999999996,2016-09-13
3.0700000000000003,2016-09-14
2.979999999999999,2016-09-15
2.9700000000000006,2016-09-16
3.0,2016-09-19
3.1199999999999997,2016-09-20
3.1899999999999995,2016-09-21
3.180000000000001,2016-09-22
3.0600000000000014,2016-09-23
3.0600000000000014,2016-09-26
3.09,2016-09-27
3.0700000000000003,2016-09-28
2.979999999999999,2016-09-29
2.84,2016-09-30
2.84,2016-10-03
2.829999999999999,2016-10-04
2.829999999999999,2016-10-05
3.0399999999999996,2016-10-06
3.0200000000000014,2016-10-07
3.180000000000001,2016-10-10
3.1700000000000004,2016-10-11
3.1700000000000004,2016-10-12
3.1599999999999997,2016-10-13
3.180000000000001,2016-10-14
3.21,2016-10-17
3.25,2016-10-18
3.180000000000001,2016-10-19
3.1199999999999997,2016-10-20
2.9199999999999995,2016-10-21
2.7800000000000002,2016-10-24
2.689999999999999,2016-10-25
2.689999999999999,2016-10-26
2.7199999999999993,2016-10-27
2.7199999999999993,2016-10-28
2.849999999999999,2016-10-31
2.5299999999999994,2016-11-01
2.5299999999999994,2016-11-02
2.4099999999999993,2016-11-03
2.1999999999999997,2016-11-04
2.3699999999999997,2016-11-07
2.34,2016-11-08
2.2199999999999998,2016-11-09
2.079999999999999,2016-11-10
2.079999999999999,2016-11-11
2.2600000000000002,2016-11-14
2.49,2016-11-15
2.49,2016-11-16
2.3699999999999997,2016-11-17
2.599999999999999,2016-11-18
2.8100000000000005,2016-11-21
2.7300000000000013,2016-11-22
2.7599999999999993,2016-11-23
2.7599999999999993,2016-11-24
2.7599999999999993,2016-11-25
2.96,2016-11-28
3.0200000000000014,2016-11-29
3.3200000000000003,2016-11-30
3.3200000000000003,2016-12-01
3.4399999999999977,2016-12-02
3.4399999999999977,2016-12-05
3.75,2016-12-06
3.7999999999999994,2016-12-07
3.6799999999999984,2016-12-08
3.75,2016-12-09
3.6,2016-12-12
3.6499999999999995,2016-12-13
3.55,2016-12-14
3.560000000000001,2016-12-15
3.5100000000000002,2016-12-16
3.55,2016-12-19
3.39,2016-12-20
3.5,2016-12-21
3.5,2016-12-22
3.6,2016-12-23
3.6,2016-12-26
3.700000000000001,2016-12-27
3.700000000000001,2016-12-28
3.7100000000000017,2016-12-29
3.7100000000000017,2016-12-30
3.7100000000000017,2017-01-02
3.41,2017-01-03
3.4200000000000004,2017-01-04
3.4200000000000004,2017-01-05
3.380000000000001,2017-01-06
3.14,2017-01-09
3.21,2017-01-10
3.2699999999999996,2017-01-11
3.3600000000000003,2017-01-12
3.3600000000000003,2017-01-13
3.3600000000000003,2017-01-16
3.3699999999999997,2017-01-17
3.26,2017-01-18
3.25,2017-01-19
3.23,2017-01-20
3.1599999999999997,2017-01-23
3.1599999999999997,2017-01-24
3.26,2017-01-25
3.4399999999999977,2017-01-26
3.3100000000000005,2017-01-27
3.2199999999999993,2017-01-30
3.0,2017-01-31
3.150000000000001,2017-02-01
3.1299999999999986,2017-02-02
3.1299999999999986,2017-02-03
2.9199999999999995,2017-02-06
3.03,2017-02-07
3.0500000000000003,2017-02-08
3.1100000000000003,2017-02-09
3.1100000000000003,2017-02-10
2.93,2017-02-13
2.849999999999999,2017-02-14
2.9500000000000015,2017-02-15
2.88,2017-02-16
2.75,2017-02-17
2.75,2017-02-20
2.56,2017-02-21
2.520000000000001,2017-02-22
2.6300000000000003,2017-02-23
2.6300000000000003,2017-02-24
2.4400000000000004,2017-02-27
2.54,2017-02-28
2.54,2017-03-01
2.589999999999999,2017-03-02
2.5,2017-03-03
2.6799999999999997,2017-03-06
2.6799999999999997,2017-03-07
2.589999999999999,2017-03-08
2.829999999999999,2017-03-09
2.979999999999999,2017-03-10
3.0399999999999996,2017-03-13
3.0200000000000014,2017-03-14
3.0200000000000014,2017-03-15
2.84,2017-03-16
2.849999999999999,2017-03-17
2.93,2017-03-20
3.09,2017-03-21
3.0200000000000014,2017-03-22
2.93,2017-03-23
2.9700000000000006,2017-03-24
2.9400000000000013,2017-03-27
2.9500000000000015,2017-03-28
3.03,2017-03-29
3.0800000000000005,2017-03-30
3.1299999999999986,2017-03-31
3.1299999999999986,2017-04-03
3.0600000000000014,2017-04-04
3.2199999999999993,2017-04-05
3.23,2017-04-06
3.23,2017-04-07
3.150000000000001,2017-04-10
3.1100000000000003,2017-04-11
2.9700000000000006,2017-04-12
3.0,2017-04-13
3.0,2017-04-14
3.09,2017-04-17
3.1100000000000003,2017-04-18
3.1100000000000003,2017-04-19
3.1299999999999986,2017-04-20
3.0600000000000014,2017-04-21
3.0600000000000014,2017-04-24
2.9899999999999998,2017-04-25
3.0600000000000014,2017-04-26
3.1299999999999986,2017-04-27
3.2,2017-04-28
3.2,2017-05-01
3.1299999999999986,2017-05-02
3.14,2017-05-03
3.1100000000000003,2017-05-04
3.0999999999999996,2017-05-05
3.0600000000000014,2017-05-08
3.03,2017-05-09
3.03,2017-05-10
3.23,2017-05-11
3.2399999999999993,2017-05-12
3.26,2017-05-15
3.2699999999999996,2017-05-16
3.2699999999999996,2017-05-17
3.1299999999999986,2017-05-18
3.1100000000000003,2017-05-19
3.2399999999999993,2017-05-22
3.2199999999999993,2017-05-23
3.2199999999999993,2017-05-24
3.0999999999999996,2017-05-25
3.0999999999999996,2017-05-26
3.0999999999999996,2017-05-29
3.0999999999999996,2017-05-30
3.0500000000000003,2017-05-31
3.0500000000000003,2017-06-01
2.849999999999999,2017-06-02
2.9199999999999995,2017-06-05
2.9199999999999995,2017-06-06
3.0600000000000014,2017-06-07
2.979999999999999,2017-06-08
3.03,2017-06-09
3.1199999999999997,2017-06-12
3.1199999999999997,2017-06-13
2.9500000000000015,2017-06-14
2.9400000000000013,2017-06-15
3.01,2017-06-16
2.8700000000000006,2017-06-19
2.9099999999999997,2017-06-20
2.9099999999999997,2017-06-21
2.88,2017-06-22
2.8899999999999997,2017-06-23
2.979999999999999,2017-06-26
2.9899999999999998,2017-06-27
3.03,2017-06-28
3.0700000000000003,2017-06-29
2.979999999999999,2017-06-30
2.979999999999999,2017-07-03
2.979999999999999,2017-07-04
2.979999999999999,2017-07-05
2.8899999999999997,2017-07-06
2.9099999999999997,2017-07-07
2.9199999999999995,2017-07-10
2.979999999999999,2017-07-11
3.01,2017-07-12
2.96,2017-07-13
2.9400000000000013,2017-07-14
3.0399999999999996,2017-07-17
3.1100000000000003,2017-07-18
3.1100000000000003,2017-07-19
3.1199999999999997,2017-07-20
3.0600000000000014,2017-07-21
2.9899999999999998,2017-07-24
2.9899999999999998,2017-07-25
2.9199999999999995,2017-07-26
2.9500000000000015,2017-07-27
2.96,2017-07-28
2.8700000000000006,2017-07-31
2.7999999999999994,2017-08-01
2.7999999999999994,2017-08-02
2.7599999999999993,2017-08-03
2.7599999999999993,2017-08-04
2.7999999999999994,2017-08-07
2.8100000000000005,2017-08-08
2.8100000000000005,2017-08-09
2.8899999999999997,2017-08-10
2.96,2017-08-11
3.0200000000000014,2017-08-14
2.96,2017-08-15
2.9400000000000013,2017-08-16
2.9099999999999997,2017-08-17
2.9,2017-08-18
3.0,2017-08-21
3.0,2017-08-22
2.9400000000000013,2017-08-23
2.9700000000000006,2017-08-24
2.93,2017-08-25
2.9500000000000015,2017-08-28
2.9500000000000015,2017-08-29
2.9500000000000015,2017-08-30
2.9199999999999995,2017-08-31
2.88,2017-09-01
2.88,2017-09-04
2.88,2017-09-05
2.979999999999999,2017-09-06
2.9199999999999995,2017-09-07
2.88,2017-09-08
2.88,2017-09-11
2.88,2017-09-12
3.0200000000000014,2017-09-13
3.03,2017-09-14
3.0,2017-09-15
3.1100000000000003,2017-09-18
3.180000000000001,2017-09-19
3.1299999999999986,2017-09-20
3.1100000000000003,2017-09-21
2.93,2017-09-22
2.96,2017-09-25
2.96,2017-09-26
2.979999999999999,2017-09-27
2.96,2017-09-28
2.9400000000000013,2017-09-29
2.9400000000000013,2017-10-02
2.7300000000000013,2017-10-03
2.7999999999999994,2017-10-04
2.7999999999999994,2017-10-05
2.93,2017-10-06
2.8700000000000006,2017-10-09
2.8899999999999997,2017-10-10
2.8899999999999997,2017-10-11
2.9500000000000015,2017-10-12
2.9899999999999998,2017-10-13
2.8700000000000006,2017-10-16
2.88,2017-10-17
2.8100000000000005,2017-10-18
2.829999999999999,2017-10-19
2.7999999999999994,2017-10-20
2.9500000000000015,2017-10-23
